Command finished with exit code 0.
Command output:
rm '.venv/lib/python3.12/site-packages/pathspec/py.typed'
rm '.venv/lib/python3.12/site-packages/pathspec/util.py'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/REQUESTED'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/entry_points.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/AUTHORS.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/cachecontrol/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/certifi/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/dependency_groups/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/distlib/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/distro/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/idna/LICENSE.md'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/msgpack/COPYING'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/packaging/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/packaging/LICENSE.APACHE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/packaging/LICENSE.BSD'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/pkg_resources/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/platformdirs/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/pygments/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/pyproject_hooks/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/requests/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/resolvelib/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/rich/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/tomli/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/tomli_w/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/truststore/LICENSE'
rm '.venv/lib/python3.12/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/urllib3/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/pip/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/__main__.py'
rm '.venv/lib/python3.12/site-packages/pip/__pip-runner__.py'
rm '.venv/lib/python3.12/site-packages/pip/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/__pycache__/__pip-runner__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/build_env.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/cache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/configuration.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/pyproject.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/self_outdated_check.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/__pycache__/wheel_builder.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/build_env.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cache.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/autocompletion.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/base_command.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/cmdoptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/command_context.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/index_command.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/main_parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/progress_bars.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/req_command.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/spinners.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/__pycache__/status_codes.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/autocompletion.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/base_command.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/cmdoptions.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/command_context.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/index_command.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/main.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/main_parser.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/parser.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/progress_bars.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/req_command.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/spinners.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/cli/status_codes.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/cache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/check.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/completion.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/configuration.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/debug.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/download.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/freeze.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/hash.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/help.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/index.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/inspect.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/install.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/list.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/lock.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/search.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/show.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/uninstall.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/wheel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/cache.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/check.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/completion.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/configuration.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/debug.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/download.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/freeze.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/hash.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/help.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/index.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/inspect.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/install.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/list.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/lock.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/search.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/show.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/uninstall.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/commands/wheel.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/configuration.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__pycache__/installed.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__pycache__/sdist.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/__pycache__/wheel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/base.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/installed.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/sdist.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/distributions/wheel.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/exceptions.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/__pycache__/collector.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/__pycache__/package_finder.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/__pycache__/sources.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/collector.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/package_finder.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/index/sources.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/__pycache__/_distutils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/__pycache__/_sysconfig.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/_distutils.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/_sysconfig.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/locations/base.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/main.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__/_json.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__/base.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__/pkg_resources.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/_json.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/base.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_compat.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_dists.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_envs.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_compat.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_dists.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_envs.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/metadata/pkg_resources.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/candidate.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/direct_url.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/format_control.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/index.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/installation_report.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/link.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/release_control.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/scheme.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/search_scope.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/selection_prefs.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/target_python.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/__pycache__/wheel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/candidate.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/direct_url.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/format_control.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/index.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/installation_report.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/link.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/release_control.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/scheme.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/search_scope.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/selection_prefs.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/target_python.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/models/wheel.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/auth.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/cache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/download.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/lazy_wheel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/session.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/__pycache__/xmlrpc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/auth.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/cache.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/download.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/lazy_wheel.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/session.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/utils.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/network/xmlrpc.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/__pycache__/check.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/__pycache__/freeze.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/__pycache__/prepare.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__init__.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/build_tracker.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/metadata.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/metadata_editable.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/wheel.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__pycache__/wheel_editable.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/build_tracker.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/metadata.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/metadata_editable.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/wheel.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/build/wheel_editable.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/check.py'
rm '.venv/lib/python3.12/site-packages/pip/_internal/operations/freeze.py'
